URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationBloodPressureMeasurementMethod,0.8.0,draft,,NoDomainVitalSignsObservationBloodPressureMeasurementMethod,NoDomainVitalSignsObservationBloodPressureMeasurementMethod,"Codes representing measurement method for HeartRate","StructureDefinition/NoDomainVitalSignsObservationBloodpressure","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationBloodpressureBodyPosition,0.8.0,draft,,NoDomainVitalSignsObservationBloodpressureBodyPosition,NoDomainVitalSignsObservationBloodpressureBodyPosition,"Codes representing body position for blood pressure","StructureDefinition/NoDomainVitalSignsObservationBloodpressureBodyPosition","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationBloodpressureBodySite,0.8.0,draft,,NoDomainVitalSignsObservationBloodpressureBodySite,NoDomainVitalSignsObservationBloodpressureBodySite,"Codes representing body site for blood pressure","StructureDefinition/NoDomainVitalSignsObservationBloodpressure","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationBodyExposure,0.8.0,draft,,NoDomainVitalSignsObservationBodyExposure,NoDomainVitalSignsObservationBodyExposure,"Codes representing body exposure","StructureDefinition/NoDomainVitalSignsObservationBodyExposure","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationBodyHeightBodyPosition,0.8.0,draft,,NoDomainVitalSignsObservationBodyHeightBodyPosition,NoDomainVitalSignsObservationBodyHeightBodyPosition,"Codes representing body position for body height","StructureDefinition/NoDomainVitalSignsObservationBodyHeightBodyPosition","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationBodyTempBodySite,0.8.0,draft,,NoDomainVitalSignsObservationBodyTempBodySite,NoDomainVitalSignsObservationBodyTempBodySite,"Codes representing body site for body temperature","StructureDefinition/NoDomainVitalSignsObservationBodyTemp","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationClothingState,0.8.0,draft,,NoDomainVitalSignsObservationClothingState,NoDomainVitalSignsObservationClothingState,"Codes representing level of clothing","StructureDefinition/NoDomainVitalSignsObservationClothingState","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationCuffsize,0.8.0,draft,,NoDomainVitalSignsObservationCuffsize,NoDomainVitalSignsObservationCuffsize,"Codes representing cuff size","StructureDefinition/NoDomainVitalSignsObservationCuffSize","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationDiastolicendPoint,0.8.0,draft,,NoDomainVitalSignsObservationDiastolicendPoint,NoDomainVitalSignsObservationDiastolicendPoint,"Codes representing Diastolic end point","StructureDefinition/NoDomainVitalSignsObservationDiastolicEndPoint","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationHeartRateBodySite,0.8.0,draft,,NoDomainVitalSignsObservationHeartRateBodySite,NoDomainVitalSignsObservationHeartRateBodySite,"Codes representing body site for heart rate","StructureDefinition/NoDomainVitalSignsObservationHeartRate","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationHeartRateMeasurementMethod,0.8.0,draft,,NoDomainVitalSignsObservationHeartRateMeasurementMethod,NoDomainVitalSignsObservationHeartRateMeasurementMethod,"Codes representing measurement method for HeartRate","StructureDefinition/NoDomainVitalSignsObservationHeartRate","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationHeartRatePulseBodyPosition,0.8.0,draft,,NoDomainVitalSignsObservationHeartRatePulseBodyPosition,NoDomainVitalSignsObservationHeartRatePulseBodyPosition,"Codes representing body position for heart rate or Pulse","StructureDefinition/NoDomainVitalSignsObservationHeartRatePulseBodyPosition","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationHeartRhythmIrregularity,0.8.0,draft,,NoDomainVitalSignsObservationHeartRhythmIrregularity,NoDomainVitalSignsObservationHeartRhythmIrregularity,"Codes representing heart rhythm irregularity for heart rate","StructureDefinition/NoDomainVitalSignsObservationHeartRhythmIrregularity","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationPulseBodySite,0.8.0,draft,,NoDomainVitalSignsObservationPulseBodySite,NoDomainVitalSignsObservationPulseBodySite,"Codes representing body site for pulse","StructureDefinition/NoDomainVitalSignsObservationPulse","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationPulseMeasurementMethod,0.8.0,draft,,NoDomainVitalSignsObservationPulseMeasurementMethod,NoDomainVitalSignsObservationPulseMeasurementMethod,"Codes representing measurement method for HeartRate","StructureDefinition/NoDomainVitalSignsObservationPulse","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationPulseRhythm,0.8.0,draft,,NoDomainVitalSignsObservationPulseRhythm,NoDomainVitalSignsObservationPulseRhythm,"Codes representing  rhythm of Pulse","StructureDefinition/NoDomainVitalSignsObservationPulseRhythm","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationPulseRhythmIrregularity,0.8.0,draft,,NoDomainVitalSignsObservationPulseRhythmIrregularity,NoDomainVitalSignsObservationPulseRhythmIrregularity,"Codes representing heart rhythm irregularity for Pulse","StructureDefinition/NoDomainVitalSignsObservationPulseRhythmIrregularity","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationRespirationRateBodyPosition,0.8.0,draft,,NoDomainVitalSignsObservationRespirationRateBodyPosition,NoDomainVitalSignsObservationRespirationRateBodyPosition,"Codes representing body position for respiration rate","StructureDefinition/NoDomainVitalSignsObservationRespirationRateBodyPosition","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationRespirationRateDepth,0.8.0,draft,,NoDomainVitalSignsObservationRespirationRateDepth,NoDomainVitalSignsObservationRespirationRateDepth,"Codes representing depth for respiration rate","StructureDefinition/NoDomainVitalSignsObservationRespirationDepth","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationRespirationRegularity,0.8.0,draft,,NoDomainVitalSignsObservationRespirationRegularity,NoDomainVitalSignsObservationRespirationRegularity,"Codes representing Respiration Regularity","StructureDefinition/NoDomainVitalSignsObservationRespirationRegularity","SCT"
http://hl7.no/fhir/ValueSet/NoDomainVitalSignsObservationSleepStatus,0.8.0,draft,,NoDomainVitalSignsObservationSleepStatus,NoDomainVitalSignsObservationSleepStatus,"Codes representing Sleep Status","StructureDefinition/NoDomainVitalSignsObservationSleepStatus","SCT"
